,Site - Sales Organization (Code),Site - Sales Organization (Text),Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Store Mgr,Telephone,Fax Number,Store opened,Liquor License,Address,Location,Point
1082,1005,Woolworths Smkt,5882,Omnia Orange Fresh Food MWP,9300633058821,82-84 Kite Street,Orange,New South Wales,2800,,,, ,,"82-84 Kite Street, Orange, New South Wales 2800 Australia","84 Kite St, Orange, New South Wales, 2800","(-33.28576801497758, 149.0972330836101, 0.0)"
1083,1005,Woolworths Smkt,5883,Giant Steps Fresh Food MWP,9300633058838,23 Punt Road,Gladesville,New South Wales,2111,,,, ,,"23 Punt Road, Gladesville, New South Wales 2111 Australia","23 Punt Rd, Gladesville, Sydney, New South Wales, 2111","(-33.838581267669134, 151.12808448780703, 0.0)"
1084,1005,Woolworths Smkt,5884,Les Powell Fresh Food MWP,9300633058845,Cnr Hoff St and Townview rd,Mount Pritchard,New South Wales,2170,,,, ,,"Cnr Hoff St and Townview rd, Mount Pritchard, New South Wales 2170 Australia","Hoff St & Townview Rd, Mount Pritchard, Sydney, New South Wales, 2170","(-33.903740003660204, 150.91205996038025, 0.0)"
1085,1005,Woolworths Smkt,5885,Yawarra Fresh Food MWP,9300633058852,43 East Street,Dubbo,New South Wales,2830,,,, ,,"43 East Street, Dubbo, New South Wales 2830 Australia","43 East St, Dubbo, New South Wales, 2830","(-32.24950594932284, 148.5828346799048, 0.0)"
1086,1005,Woolworths Smkt,5886,Carenne Fresh Food MWP,9300633058869,158 Browning Street,Bathurst,New South Wales,2795,,,, ,,"158 Browning Street, Bathurst, New South Wales 2795 Australia","158 Browning St, Mitchell, Bathurst, New South Wales, 2795","(-33.426023239002575, 149.56572950331758, 0.0)"
1087,1005,Woolworths Smkt,5887,Can Do Fresh Food MWP,9300633058876,147 Wharf St,Cannington,Western Australia,6107,,,, ,,"147 Wharf St, Cannington, Western Australia 6107 Australia","147 Wharf St, Cannington, Perth, Western Australia, 6107","(-32.01394697745049, 115.93708142449015, 0.0)"
1088,1005,Woolworths Smkt,5889,Gladys Fresh Food MWP,9300633058890,93 Balga Ave,Balga,Western Australia,6061,,,, ,,"93 Balga Ave, Balga, Western Australia 6061 Australia","93 Balga Av, Balga, Perth, Western Australia, 6061","(-31.85488997113653, 115.84736002415764, 0.0)"
1089,1005,Woolworths Smkt,5890,The Crescent Fresh Food MWP,9300633058906,Fitzroy Street,Goulburn,New South Wales,2580,,,, ,,"Fitzroy Street, Goulburn, New South Wales 2580 Australia","Fitzroy St, Goulburn, New South Wales, 2580","(-34.74034557233538, 149.71065629451803, 0.0)"
1090,1005,Woolworths Smkt,5892,Sunbury Fresh Food MWP,9300633058920,127 -143 Circular Drive,Sunbury,Victoria,3429,,,, ,,"127 -143 Circular Drive, Sunbury, Victoria 3429 Australia","127-143 Circular Dr, Sunbury, Victoria, 3429","(-37.59593997970035, 144.7294069941758, 0.0)"
1091,1005,Woolworths Smkt,5893,Tirriwirri Fresh Food MWP,9300633058937,Alanbar St,Karabar,New South Wales,2620,,,, ,,"Alanbar St, Karabar, New South Wales 2620 Australia","Alanbar St, Karabar, Queanbeyan, New South Wales, 2620","(-35.36643555128189, 149.22630202925626, 0.0)"
1092,1005,Woolworths Smkt,5894,Melton Fresh Food MWP,9300633058944,159/211 Coburns Road,Melton West,Victoria,3337,,,, ,,"159/211 Coburns Road, Melton West, Victoria 3337 Australia","159/211 Coburns Rd, Melton West, Melton, Victoria, 3337","(-37.68143094968117, 144.56828879405197, 0.0)"
1093,1005,Woolworths Smkt,5895,Sunshine Fresh Food MWP,9300633058951,1A Ivory Ct,Sunshine West,Victoria,3020,,,, ,,"1A Ivory Ct, Sunshine West, Victoria 3020 Australia","1A Ivory Ct, Sunshine West, Melbourne, Victoria, 3020","(-37.80305170034217, 144.81970664976376, 0.0)"
1094,1005,Woolworths Smkt,5901,Bakewell,9300633059019,Cnr Chung WahTce and Lambrick Ave,Bakewell,Northern Territory,0832,,08 8995 9323,,31.05.2016,,"Cnr Chung WahTce and Lambrick Ave, Bakewell, Northern Territory 0832 Australia","Chung Wah Ter & Lambrick Ave, Bakewell, Palmerston, Northern Territory, 0832","(-12.500150009291318, 130.98582499240797, 0.0)"
1095,1005,Woolworths Smkt,5933,Eddies Fresh Food MWP,9300633059330,60 Burns Rd,Wahroonga,New South Wales,2076,,,, ,,"60 Burns Rd, Wahroonga, New South Wales 2076 Australia","60 Burns Rd, Wahroonga, Sydney, New South Wales, 2076","(-33.71362934527622, 151.12660114240208, 0.0)"
1096,1005,Woolworths Smkt,5934,Gabes Fresh Food,9300633059347,190 Old Northern Rd,Castle Hill,New South Wales,2154,,,, ,,"190 Old Northern Rd, Castle Hill, New South Wales 2154 Australia","190 Old Northern Rd, Castle Hill, Sydney, New South Wales, 2154","(-33.73204954142312, 151.00659215404028, 0.0)"
1097,1005,Woolworths Smkt,5935,Black Mountain Fresh Food MWP,9300633059354,Cockle St,O Connor,New South Wales,2602,,,, ,,"Cockle St, O Connor, New South Wales 2602 Australia","Cockle St, O'Connor, Canberra, Australian Capital Territory, 2602","(-35.261956778362396, 149.11380734044423, 0.0)"
1098,1005,Woolworths Smkt,5942,Hope and Care Fresh Food MWP,9300633059422,34 Restwell Street,Bankstown,New South Wales,2200,,,, ,,"34 Restwell Street, Bankstown, New South Wales 2200 Australia","34 Restwell St, Bankstown, Sydney, New South Wales, 2200","(-33.919745038226125, 151.0352352964856, 0.0)"
1099,1005,Woolworths Smkt,5943,Wewak Fresh Food MWP,9300633059439,Wewak St,North Albury,New South Wales,2640,,,, ,,"Wewak St, North Albury, New South Wales 2640 Australia","Wewak St, North Albury, Albury, New South Wales, 2640","(-36.05712540152556, 146.92989811058322, 0.0)"
1100,1005,Woolworths Smkt,5945,Playford,9300633059453,Curtis Road,Munno Parra West,South Australia,5115,,08 8259 3737,,28.10.2015,,"Curtis Road, Munno Parra West, South Australia 5115 Australia","Curtis Rd, Andrews Farm, Adelaide, South Australia, 5115","(-34.66274499411823, 138.6548849794338, 0.0)"
1101,1005,Woolworths Smkt,5946,JCs Fresh Food - Southport,9300633059460,6 Park Lane,Southport,Queensland,4215,,,, ,,"6 Park Lane, Southport, Queensland 4215 Australia","6 Park Lane, Southport, Gold Coast, Queensland, 4215","(-27.972402939560077, 153.41646123370924, 0.0)"
1102,1005,Woolworths Smkt,5977,Mater Dei Fresh Food MWP,9300633059774,229 Macquarie Grove Rd,Cobbitty,New South Wales,2570,,,, ,,"229 Macquarie Grove Rd, Cobbitty, New South Wales 2570 Australia","229 Macquarie Grove Rd, Cobbitty, New South Wales, 2570","(-34.02613339201833, 150.69903699248056, 0.0)"
1103,1005,Woolworths Smkt,5978,William Rose Fresh Food MWP,9300633059781,1 Morris St,Seven Hills,New South Wales,2147,,,, ,,"1 Morris St, Seven Hills, New South Wales 2147 Australia","1 Morris St, Seven Hills, Sydney, New South Wales, 2147","(-33.76907638915306, 150.93627494337795, 0.0)"
1104,1005,Woolworths Smkt,5979,Omnia Fresh Food Southport MWP,9300633059798,6 Park Lane,Southport,Queensland,4215,,,, ,,"6 Park Lane, Southport, Queensland 4215 Australia","6 Park Lane, Southport, Gold Coast, Queensland, 4215","(-27.972402939560077, 153.41646123370924, 0.0)"
1105,1005,Woolworths Smkt,5981,Omnia Fresh Food Gosford MWP,9300633059811,95 Erina St,Gosford,New South Wales,2250,,,, ,,"95 Erina St, Gosford, New South Wales 2250 Australia","95 Erina St, Gosford, Central Coast, New South Wales, 2250","(-33.42563490542845, 151.34357709965838, 0.0)"
1106,1005,Woolworths Smkt,5983,Omnia Fresh Food Albury MWP,9300633059835,317C Urana Rd,Lavington,New South Wales,2641,,,, ,,"317C Urana Rd, Lavington, New South Wales 2641 Australia","317C Urana Rd, Lavington, Albury, New South Wales, 2641","(-36.05146359468413, 146.9322955361252, 0.0)"
1107,1005,Woolworths Smkt,5984,Holroyd Fresh Food MWP,9300633059842,Willara Ave,Merrylands,New South Wales,2160,,,, ,,"Willara Ave, Merrylands, New South Wales 2160 Australia","Willara Ave, Merrylands, Sydney, New South Wales, 2160","(-33.82890501005058, 150.9826599764557, 0.0)"
1108,1005,Woolworths Smkt,5985,La Vang Fresh Food MWP,9300633059859,19/11-19 Malcolm St,Flinders Park,South Australia,5025,,,, ,,"19/11-19 Malcolm St, Flinders Park, South Australia 5025 Australia","11-19 Malcolm St, Flinders Park, Adelaide, South Australia, 5025","(-34.906910818492484, 138.538248156448, 0.0)"
1109,1005,Woolworths Smkt,5986,Mini Woolies Program MWP,9300633059866,1 Woolworth way,Bella Vista,New South Wales,5153,,,, ,,"1 Woolworth way, Bella Vista, New South Wales 5153 Australia","1 Woolworths Way, Bella Vista, Sydney, New South Wales, 2153","(-33.73678527480773, 150.95047916795613, 0.0)"
1110,1005,Woolworths Smkt,5987,The Ponds Fresh Food MWP,9300633059873,201 The ponds Blvd,The Ponds,New South Wales,2769,,,, ,,"201 The ponds Blvd, The Ponds, New South Wales 2769 Australia","201 The Ponds Boulevard, The Ponds, Sydney, New South Wales, 2769","(-33.697883060061315, 150.9116050744949, 0.0)"
1111,1005,Woolworths Smkt,7001,Sandy Bay,9300633070014,57 King Street,Sandy Bay,Tasmania,7005,Grant McDermott,03 6227 4806,,01.11.1991,,"57 King Street, Sandy Bay, Tasmania 7005 Australia","57 King St, Sandy Bay, Hobart, Tasmania, 7005","(-42.894850630729856, 147.3269808326508, 0.0)"
1112,1005,Woolworths Smkt,7002,Moonah,9300633070021,114 Main Road,Moonah,Tasmania,7009,Rory Mcdonald,03 6227 4809,,21.05.2007,,"114 Main Road, Moonah, Tasmania 7009 Australia","114 Main Rd, Moonah, Hobart, Tasmania, 7009","(-42.84567454962324, 147.2941335790298, 0.0)"
1113,1005,Woolworths Smkt,7003,Kingston,9300633070038,37-59 Maranoa Road,Kingston,Tasmania,7051,Grant Mcdermott,03 6227 4812,,01.07.1978,,"37-59 Maranoa Road, Kingston, Tasmania 7051 Australia","37-59 Maranoa Rd, Kingston, Hobart, Tasmania, 7050","(-42.97994312503373, 147.30277280663267, 0.0)"
1114,1005,Woolworths Smkt,7004,Sorell,9300633070045,27 Cole Street,Sorell,Tasmania,7172,Gary Aitchison,03 6269 5000,,01.10.1987,,"27 Cole Street, Sorell, Tasmania 7172 Australia","27 Cole St, Sorell, Tasmania, 7172","(-42.78065612669133, 147.56425532864603, 0.0)"
1115,1005,Woolworths Smkt,7005,Glenorchy,9300633070052,Cnr Cooper and Eady Streets,Glenorchy,Tasmania,7010,Rick Summers,03 6227 4815,,01.12.1981,,"Cnr Cooper and Eady Streets, Glenorchy, Tasmania 7010 Australia","Cooper St & Eady St, Glenorchy, Hobart, Tasmania, 7010","(-42.834350011699996, 147.27826001461517, 0.0)"
1116,1005,Woolworths Smkt,7006,Lindisfarne,9300633070069,6 Franklin Street,Lindisfarne,Tasmania,7015,Stewart Brooks,03 6227 4818,,01.07.1964,,"6 Franklin Street, Lindisfarne, Tasmania 7015 Australia","6 Franklin St, Lindisfarne, Hobart, Tasmania, 7015","(-42.84685887063242, 147.35306380659017, 0.0)"
1117,1005,Woolworths Smkt,7009,Hobart City SM,9300633070090,189 Campbell Street,Hobart,Tasmania,7000,John Stokman,03 6227 4824,,25.10.1999,,"189 Campbell Street, Hobart, Tasmania 7000 Australia","189 Campbell St, Hobart, Tasmania, 7000","(-42.87468536425134, 147.32463926417967, 0.0)"
1118,1005,Woolworths Smkt,7010,Shoreline,9300633070106,6 Shoreline Drive,Howrah,Tasmania,7018,Vito Giarrusso,03 6227 4827,,01.11.1967,,"6 Shoreline Drive, Howrah, Tasmania 7018 Australia","6 Shoreline Dr, Howrah, Hobart, Tasmania, 7018","(-42.88015526853509, 147.40713563161302, 0.0)"
1119,1005,Woolworths Smkt,7011,Huonville,9300633070113,79 Main Road,Huonville,Tasmania,7109,Robert Green,03 6266 2000,,01.01.1981,,"79 Main Road, Huonville, Tasmania 7109 Australia","79 Main Rd, Huonville, Tasmania, 7109","(-43.02806635528247, 147.04882477738374, 0.0)"
1120,1005,Woolworths Smkt,7012,Hobart CBD,9300633070120,"44 Argyle St,",Hobart CBD,Tasmania,7000,,03 6227 4831,,01.12.2011,,"44 Argyle St,, Hobart CBD, Tasmania 7000 Australia","44 Argyle St, Hobart, Tasmania, 7000","(-42.88066019438238, 147.3285111167135, 0.0)"
1121,1005,Woolworths Smkt,7014,Eastlands (Tasmania) SM,9300633070144,26 Bligh Street,Rosny Park,Tasmania,7018,Mark Stanley,03 6227 4833,,01.09.1972,,"26 Bligh Street, Rosny Park, Tasmania 7018 Australia","26 Bligh St, Rosny Park, Hobart, Tasmania, 7018","(-42.86643535032237, 147.36821895808362, 0.0)"
1122,1005,Woolworths Smkt,7018,Claremont,9300633070182,Cnr Boxhill and Main Roads,Claremont,Tasmania,7011,Andrew Butchart,03 6227 4836,,01.07.1970,,"Cnr Boxhill and Main Roads, Claremont, Tasmania 7011 Australia","Box Hill Rd & Main Rd, Claremont, Hobart, Tasmania, 7011","(-42.791229981366186, 147.25378997030379, 0.0)"
1123,1005,Woolworths Smkt,7055,QA DM UAT Store 2,9300633070557,E3 Store LAB,Norwest,New South Wales,2000,,02 8885 1536,,12.10.2010,,"E3 Store LAB, Norwest, New South Wales 2000 Australia","Norwest, Sydney, New South Wales","(-33.72870999999998, 150.96473000000003, 0.0)"
1124,1005,Woolworths Smkt,7058,Channel Court,9300633070588,Channel Court Shopping Centre,Kingston,Tasmania,7050,,03 6227 4845,,25.09.2013,,"Channel Court Shopping Centre, Kingston, Tasmania 7050 Australia",Channel Court Shopping Centre,"(-42.97553999999997, 147.30984000000012, 0.0)"
1125,1005,Woolworths Smkt,7063,Port Sorell,9300633070632,11 Poyston Dr,Port Sorell,Tasmania,7307,,03 6422 3818,,09.04.2014,,"11 Poyston Dr, Port Sorell, Tasmania 7307 Australia","11 Poyston Dr, Shearwater, Port Sorell, Tasmania, 7307","(-41.161601422895494, 146.53216786986786, 0.0)"
1126,1005,Woolworths Smkt,7202,Ulverstone,9300633072025,11 Crescent Street,Ulverstone,Tasmania,7315,Cara-lyn Townsend,03 6490 9000,,01.12.1969,,"11 Crescent Street, Ulverstone, Tasmania 7315 Australia","11 Crescent St, Ulverstone, Tasmania, 7315","(-41.15633863543921, 146.17034994353094, 0.0)"
1127,1005,Woolworths Smkt,7203,Devonport,9300633072032,74 Best Street,Devonport,Tasmania,7310,Greg Jacobson,03 6422 3800,,01.10.1969,,"74 Best Street, Devonport, Tasmania 7310 Australia","74 Best St, Devonport, Tasmania, 7310","(-41.177210789722025, 146.35631822345607, 0.0)"
1128,1005,Woolworths Smkt,7205,Georgetown,9300633072056,8 Bathurst Street,George Town,Tasmania,7253,Peta Jones,03 6380 4725,,01.06.1963,,"8 Bathurst Street, George Town, Tasmania 7253 Australia","8 Bathurst St, George Town, Tasmania, 7253","(-41.10742386016409, 146.82331939545617, 0.0)"
1129,1005,Woolworths Smkt,7207,Riverside,9300633072070,310 West Tamar Highway,Riverside,Tasmania,7250,Karen Smith,03 6328 4600,,01.05.1963,,"310 West Tamar Highway, Riverside, Tasmania 7250 Australia","310 West Tamar Rd, Riverside, Launceston, Tasmania, 7250","(-41.413310939172895, 147.1013835850644, 0.0)"
1130,1005,Woolworths Smkt,7208,Scottsdale,9300633072087,1 Victoria Street,Scottsdale,Tasmania,7260,Wesley Polden,03 6350 6000,,01.04.1988,,"1 Victoria Street, Scottsdale, Tasmania 7260 Australia","1 Victoria St, Scottsdale, Tasmania, 7260","(-41.16160573957563, 147.51444184571244, 0.0)"
1131,1005,Woolworths Smkt,7210,Kings Meadows,9300633072100,111 Hobart Road,Kings Meadows,Tasmania,7249,Daniel Gerritsen,03 6328 4603,,01.07.1982,,"111 Hobart Road, Kings Meadows, Tasmania 7249 Australia","111 Hobart Rd, Kings Meadows, Launceston, Tasmania, 7249","(-41.46482925930285, 147.160248266142, 0.0)"
1132,1005,Woolworths Smkt,7211,Mount Street,9300633072117,230 Mount Street,Upper Burnie,Tasmania,7320,Kerry Porter,03 6434 9403,,01.04.1985,,"230 Mount Street, Upper Burnie, Tasmania 7320 Australia","230 Mount St, Upper Burnie, Burnie - Somerset, Tasmania, 7320","(-41.06944218793392, 145.90056539787935, 0.0)"
1133,1005,Woolworths Smkt,7213,Wynyard,9300633072131,68 Goldie Street,Wynyard,Tasmania,7325,Dale Blyth,03 6442 7000,,01.10.1974,,"68 Goldie Street, Wynyard, Tasmania 7325 Australia","68 Goldie St, Wynyard, Tasmania, 7325","(-40.98915587691085, 145.72877921430802, 0.0)"
1134,1005,Woolworths Smkt,7214,Smithton,9300633072148,142 Nelson Street,Smithton,Tasmania,7330,Troy Mahoney,03 6452 6000,,01.08.1984,,"142 Nelson Street, Smithton, Tasmania 7330 Australia","142 Nelson St, Smithton, Tasmania, 7330","(-40.84097866473765, 145.12289870768922, 0.0)"
1135,1005,Woolworths Smkt,7215,Prospect Vale,9300633072155,350-358 Westbury Road,Prospect,Tasmania,7250,Paul Elmer,03 6328 4606,,03.12.1996,,"350-358 Westbury Road, Prospect, Tasmania 7250 Australia","358 Westbury Rd, Prospect, Launceston, Tasmania, 7250","(-41.47354414543641, 147.12846398714916, 0.0)"
1136,1005,Woolworths Smkt,7216,Legana,9300633072162,West Tamar Hwy and Freshwater Pnt Rd,Legana,Tasmania,7277,Mark Hollingsworth,03 6328 4609,,08.11.1999,,"West Tamar Hwy and Freshwater Pnt Rd, Legana, Tasmania 7277 Australia","West Tamar Hwy & Freshwater Point Rd, Legana, Tasmania, 7277","(-41.36469499970074, 147.04056001130516, 0.0)"
1137,1005,Woolworths Smkt,7217,Mowbray,9300633072179,262 Invermay Road,Mowbray,Tasmania,7248,Simon Bryan,03 6328 4612,,03.07.2000,,"262 Invermay Road, Mowbray, Tasmania 7248 Australia","262 Invermay Rd, Mowbray, Launceston, Tasmania, 7248","(-41.40502132075141, 147.13421231467936, 0.0)"
1138,1005,Woolworths Smkt,7219,Deloraine,9300633072193,78 Emu Bay Road,Deloraine,Tasmania,7304,Murray Singline,03 6362 6000,,24.06.2005,,"78 Emu Bay Road, Deloraine, Tasmania 7304 Australia","78 Emu Bay Rd, Deloraine, Tasmania, 7304","(-41.52463392891205, 146.6528385256663, 0.0)"
1139,1005,Woolworths Smkt,7220,Launceston SM,9300633072209,36 - 40 Wellington Street,Launceston,Tasmania,7250,,03 6227 4839,,17.02.2016,,"36 - 40 Wellington Street, Launceston, Tasmania 7250 Australia","36-40 Wellington St, Launceston, Tasmania, 7250","(-41.44168644744981, 147.137917283521, 0.0)"
1140,1005,Woolworths Smkt,7222,Green Point Supermarket,9300633072223,28 Green Point Road,Bridgewater,Tasmania,7030,Leah Selby,03 6262 8000,,29.11.2007,,"28 Green Point Road, Bridgewater, Tasmania 7030 Australia","28 Green Point Rd, Bridgewater, Hobart, Tasmania, 7030","(-42.7385475406137, 147.24512878211453, 0.0)"
1141,1005,Woolworths Smkt,7370,Northern Food Services,9300633073701,PO Box 421,Casino,Tasmania,2470,,,, ,,"PO Box 421, Casino, Tasmania 2470 Australia","Casino Rise, Prospect Vale, Launceston, Tasmania, 7250","(-41.479734220332936, 147.10871405950218, 0.0)"
1142,1005,Woolworths Smkt,7582,Northgate Woolworths,9300633075828,387-393 Main Rd,Glenorchy,Tasmania,7010,,03 6227 4852,,04.11.2022,,"387-393 Main Rd, Glenorchy, Tasmania 7010 Australia","387-393 Main Rd, Glenorchy, Hobart, Tasmania, 7010","(-42.83203438521923, 147.27358274500517, 0.0)"
1143,1005,Woolworths Smkt,7877,AST Service,9300633078775,"Gate B3, 2 Bumborah Point Road",Port Botany,New South Wales,2019,,,,13.09.2017,,"Gate B3, 2 Bumborah Point Road, Port Botany, New South Wales 2019 Australia","2 Bumborah Point Rd, Port Botany, Sydney, New South Wales, 2036","(-33.967494812778895, 151.2227806314932, 0.0)"
1144,1005,Woolworths Smkt,8090,eCom Yennora Warehouse,9300633080907,Cnr Fairfield and Dursley Rd,Yennora,New South Wales,2161,,,,19.03.2020,,"Cnr Fairfield and Dursley Rd, Yennora, New South Wales 2161 Australia","Fairfield Rd & Dursley Rd, Yennora, Sydney, New South Wales, 2161","(-33.8575899991475, 150.95866996373917, 0.0)"
1145,1005,Woolworths Smkt,8095,eCom Perth Warehouse,9300633080952,TBA,TBA,Western Australia,6000,,,,24.03.2020,,"TBA, TBA, Western Australia 6000 Australia",6000,"(-31.948419999999942, 115.86671500000011, 0.0)"
1146,1005,Woolworths Smkt,8881,Lidcombe Manual CFC,9300633088811,6 Hill road,Lidcombe,New South Wales,2141,,02 8736 7486,,01.12.2020,,"6 Hill road, Lidcombe, New South Wales 2141 Australia","6 Hill Rd, Lidcombe, Sydney, New South Wales, 2141","(-33.8480230205916, 151.05404068299293, 0.0)"
1147,1005,Woolworths Smkt,8882,Caringbah CFC,9300633088828,13 Endeavour Road,Caringbah,New South Wales,2229,,X,,24.08.2022,,"13 Endeavour Road, Caringbah, New South Wales 2229 Australia","13 Endeavour Rd, Caringbah, Sydney, New South Wales, 2229","(-34.03635923007334, 151.13412658271108, 0.0)"
